f,i0,i1,i2
7953,2138,2157,4867
7954,2236,2298,4227
7955,2279,2240,4917
7956,3823,1173,3830
7957,6040,3826,6510
7958,260,280,2078
7959,280,260,4808
7960,2039,264,4806
7961,264,2039,4836
7962,2814,728,2815
7963,2196,4870,4887
7964,2785,705,5111
7965,3935,3923,5693
7966,4480,1057,5474
7967,2784,5091,5118
7968,2179,2147,7090
7969,376,2196,2209
7970,2155,2196,4869
7971,4547,5931,6470
7972,3209,893,3210
7973,611,642,2744
7974,3565,3547,5471
7975,7073,587,7089
7976,2064,268,4107
7977,268,2064,4818
7978,1982,268,4802
7979,4802,268,4818
7980,215,268,1982
7981,3507,6817,6977
7982,1423,6056,6057
7983,3221,909,3249
7984,1195,1210,4593
7985,3305,943,3315
7986,5933,4547,6848
7987,2209,2196,4887
7988,156,3594,4726
7989,45,21,1556
7990,3143,882,3144
7991,3079,836,3090
7992,3297,933,3330
7993,4024,7010,7058
7994,668,693,2818
7995,3814,1173,3823
7996,3008,5208,5222
7997,4618,3,5775
7998,4158,188,5781
7999,2072,297,2073
8000,297,2072,4827
8001,1427,3776,3969
8002,5403,3431,6379
8003,2590,5033,5036
8004,2593,2575,5024
8005,2728,7029,7065
8006,113,85,1493
8007,3669,6447,6834
8008,3923,3935,5698
8009,268,2058,4107
8010,2058,268,4832
8011,5855,3170,5856
8012,623,1361,5075
8013,1595,4125,6637
8014,1680,1690,1691
8015,336,2152,2172
8016,3475,3480,5432
8017,505,506,2453
8018,1994,280,4808
8019,280,1994,4835
8020,2827,5106,5129
8021,4202,287,4829
8022,287,4202,4837
8023,3757,5577,5939
8024,2172,2179,7090
8025,3656,3678,5539
8026,1872,220,1881
8027,102,116,1747
8028,5348,3324,6343
8029,3106,3974,3980
8030,4633,1526,5966
8031,1058,3558,3574
8032,1323,2966,6754
8033,444,2351,2353
8034,285,2080,6091
8035,1690,93,1691
8036,2409,542,2420
8037,1125,3733,5561
8038,4069,1238,4072
8039,299,4196,4835
8040,4196,299,4850
8041,4583,5917,6040
8042,4187,2007,6073
8043,1723,1736,4699
8044,2959,757,5181
8045,2173,370,2174
8046,3799,6067,6483
8047,2996,794,2997
8048,2917,4336,5167
8049,3166,3143,5275
8050,342,2063,2108
8051,342,2108,4203
8052,342,4203,4859
8053,633,2647,2659
8054,1136,3724,4080
8055,2323,417,2356
8056,2059,2116,2117
8057,4198,338,4844
8058,4844,338,4861
8059,1079,3619,3624
8060,971,3416,5399
8061,219,1927,1959
8062,6812,1031,6976
8063,7058,1350,7079
8064,4263,5021,6169
8065,1929,220,1946
8066,254,2026,4193
8067,2105,2144,2145
8068,1046,1047,6426
8069,1047,3580,6426
8070,5301,5297,6314
8071,977,1253,6355
8072,4547,3756,6472
8073,3583,1055,5489
8074,3347,3326,5952
8075,3326,4590,5952
8076,2130,2147,2148
8077,5361,3347,5952
8078,2059,281,2116
8079,4589,3922,5701
8080,1719,902,3262
8081,785,794,7068
8082,663,650,2666
8083,1518,4114,4623
8084,2627,2594,7061
8085,396,416,2282
8086,3566,3567,6430
8087,2526,5008,5009
8088,440,4952,7754
8089,4220,6580,6883
8090,2949,1572,5983
8091,2961,2962,5183
8092,2863,1386,5149
8093,5001,2507,6156
8094,3324,4417,5877
8095,2117,2126,6074
8096,2262,396,2282
8097,3596,6431,6830
8098,3925,1217,3967
8099,1840,177,4761
8100,1893,207,1926
8101,777,3917,4588
8102,3917,777,5688
8103,2123,3461,4859
8104,778,810,1320
8105,144,1853,6648
8106,2352,499,2411
8107,1086,4515,5525
8108,2177,2115,4878
8109,2177,4878,4880
8110,1582,39,4651
8111,2291,4924,6110
8112,4878,332,4880
8113,332,4878,6096
8114,363,307,2177
8115,363,2177,4881
8116,843,6291,6954
8117,1808,190,1834
8118,1710,130,1711
8119,6290,852,6772
8120,1047,1362,3580
8121,2149,2169,7091
8122,1050,1413,6616
8123,2939,2937,4329
8124,288,4866,7078
8125,6023,1832,6650
8126,2750,695,2751
8127,2442,1369,3966
8128,5700,1205,5709
8129,2206,2207,4890
8130,1468,5965,5968
8131,348,346,2207
8132,2207,346,4890
8133,1151,3750,4545
8134,2215,4891,4894
8135,4097,1294,5764
8136,3794,1165,6510
8137,2785,670,2805
8138,1070,1076,3586
8139,6111,429,6112
8140,519,1494,2460
8141,1728,1690,4143
8142,3575,3558,5479
8143,335,2095,2099
8144,845,3070,5234
8145,6867,3924,6875
8146,489,2454,2538
8147,7700,73,7701
8148,7701,73,7703
8149,2157,388,2237
8150,1491,1501,5619
8151,3520,3521,6418
8152,169,3354,4740
8153,2499,1494,3835
8154,5673,1210,6508
8155,1620,1652,5998
8156,1416,3084,4907
8157,3435,3417,6380
8158,3530,1032,6419
8159,943,3300,3336
8160,2969,2972,4334
8161,1558,65,4654
8162,3719,3729,5560
8163,2603,2612,5038
8164,1392,1414,5174
8165,2316,4232,5800
8166,4927,2316,5800
8167,199,4770,4784
8168,4940,424,5713
8169,5713,424,6108
8170,2902,2895,4316
8171,290,1391,2051
8172,6717,2607,6940
8173,5390,3424,6364
8174,6322,3166,6786
8175,1275,6474,6853
8176,2364,1384,4944
8177,358,6103,6679
8178,1211,3931,6542
8179,414,2334,4939
8180,2316,2340,4232
8181,852,5248,6959
8182,2735,673,2749
8183,606,2615,2626
8184,233,1949,1954
8185,943,5334,6340
8186,372,2224,2262
8187,372,2262,4918
8188,758,802,2969
8189,3474,1030,3475
8190,514,2456,4254
8191,2753,2761,4292
8192,758,2970,4335
8193,623,5075,6190
8194,3908,5702,6536
8195,1394,2365,3962
8196,4648,2914,5826
8197,208,1820,1844
8198,3935,5693,5699
8199,449,2294,6120
8200,1294,2392,5321
8201,427,1383,2311
8202,427,2311,4931
8203,2311,1383,3688
8204,3214,3213,4390
8205,5185,3027,5839
8206,1164,5580,5591
8207,421,2300,2301
8208,421,2301,4937
8209,84,1654,4682
8210,1676,84,4682
8211,3097,3108,6769
8212,3125,3108,5258
8213,1810,2911,6250
8214,3098,3097,5249
8215,4935,4927,6112
8216,3950,5442,6398
8217,5182,2957,7086
8218,2287,413,4929
8219,4929,413,4941
8220,5376,5380,6146
8221,1243,4062,6569
8222,3206,898,3209
8223,416,396,2293
8224,543,2532,2587
8225,6872,5692,6992
8226,2738,5093,5110
8227,5093,2764,5110
8228,2243,1436,7754
8229,413,2381,4941
8230,2381,413,4948
8231,315,2145,3897
8232,3251,929,3252
8233,3535,3553,3554
8234,6123,415,7755
8235,415,438,7755
8236,873,3147,3181
8237,2374,487,4240
8238,4240,487,4953
8239,2388,4237,4240
8240,2388,4240,4953
8241,4237,2374,4240
8242,6582,2634,6884
8243,426,2328,4230
8244,691,694,2814
8245,3992,1221,4026
8246,426,4236,4606
8247,426,4230,4236
8248,4230,2331,4236
8249,4236,4044,4606
8250,4555,5573,6848
8251,663,2778,2797
8252,4917,428,4936
8253,1345,121,1754
8254,763,2922,5166
8255,2969,802,2972
8256,2295,418,4925
8257,419,418,2295
8258,418,419,4965
8259,478,498,508
8260,478,508,4966
8261,4381,3180,6307
8262,2703,644,2736
8263,482,6132,6136
8264,482,6136,6692
8265,1560,1543,4632
8266,6195,644,6730
8267,2448,2341,4977
8268,2410,2448,4977
8269,2672,2706,5085
8270,3112,876,3146
8271,507,482,6927
8272,3128,870,6303
8273,823,2995,3636
8274,375,2246,4885
8275,670,2804,2805
8276,4381,837,5858
8277,9,1512,1519
8278,2440,2475,4975
8279,5427,1013,5431
8280,1682,1712,4140
8281,507,518,2475
8282,2475,518,4975
8283,5803,4253,5804
8284,2781,673,2792
8285,3288,5872,6335
8286,2245,509,2499
8287,2499,509,4980
8288,509,2245,2441
8289,6258,5197,6595
8290,2450,2435,7060
8291,2626,2668,2669
8292,3038,5219,6272
8293,447,468,2398
8294,2343,447,2398
8295,794,785,2997
8296,3493,1015,4450
8297,6081,2098,6082
8298,2036,330,2198
8299,5060,575,6197
8300,6733,2699,6945
8301,4066,1325,5111
8302,1101,1098,3666
8303,6929,6698,7015
8304,3463,3462,5427
8305,2026,1319,4822
8306,1382,1700,4541
8307,4151,1838,4748
8308,2390,2357,4942
8309,925,1486,7776
8310,1171,5644,6041
8311,4876,2171,6093
8312,2154,2160,4861
8313,4209,2129,4861
8314,2056,335,4847
8315,2414,2463,6148
8316,508,2504,4262
8317,508,4262,4995
8318,2035,2027,2051
8319,2230,411,2268
8320,3141,3183,3184
8321,6541,1220,6873
8322,1114,5918,6893
8323,1166,3819,5948
8324,564,5034,5038
8325,2078,2077,4198
8326,619,578,5064
8327,6188,578,6722
8328,6722,578,6938
8329,571,2618,6708
8330,2495,538,2496
8331,148,4158,5781
8332,860,5247,6603
8333,2702,627,2707
8334,417,2290,3962
8335,3086,1415,3105
8336,141,6015,6028
8337,6935,4276,7022
8338,873,3132,3147
8339,860,855,3124
8340,2257,1416,4907
8341,2290,4922,4932
8342,2290,2266,4909
8343,504,2490,5003
8344,504,5003,5010
8345,1373,1343,4031
8346,3084,2256,4907
8347,3987,5724,5726
8348,684,683,2731
8349,1220,1214,6873
8350,4730,3915,6646
8351,3983,2364,4945
8352,490,496,2380
8353,5014,549,6162
8354,549,517,6162
8355,517,1408,6162
8356,193,4780,4783
8357,78,70,1634
8358,569,2577,2614
8359,2577,569,5016
8360,3541,3530,6419
8361,3086,842,4371
8362,3713,1125,3732
8363,3543,5468,6405
8364,756,730,2929
8365,6721,6722,6938
8366,1773,120,1782
8367,2573,579,4263
8368,4263,579,5021
8369,122,158,1765
8370,1298,749,2886
8371,551,2523,4257
8372,551,4257,5022
8373,7025,592,7063
8374,551,5022,5025
8375,551,5025,5026
8376,677,6225,6584
8377,545,2525,5028
8378,2588,2578,4267
8379,4990,580,5022
8380,266,1940,1999
8381,503,519,2460
8382,566,567,6713
8383,2638,566,6713
8384,1972,834,3093
8385,568,6943,7761
8386,7760,568,7761
8387,5815,2710,7908
8388,3616,5491,5512
8389,2001,1989,4804
8390,2631,602,5047
8391,5047,602,6731
8392,2542,2541,5033
8393,4267,2578,5810
8394,2578,5028,5810
8395,548,549,2542
8396,548,2542,5033
8397,2542,549,5014
8398,1888,1920,6038
8399,1179,1183,6988
8400,3807,5600,5602
8401,3462,1003,4444
8402,5031,2596,5035
8403,1116,4534,6984
8404,2492,2491,6169
8405,4897,2229,6681
8406,4212,2180,4213
8407,2702,644,2703
8408,1215,3953,6537
8409,474,6929,7016
8410,179,1760,4147
8411,612,2637,5050
8412,2663,612,5050
8413,4277,616,5051
8414,2423,1317,4966
8415,706,2849,2881
8416,1198,1206,3882
8417,572,2632,2646
8418,2632,572,5046
8419,1477,3850,6963
8420,2747,703,5820
8421,5820,703,6590
8422,3746,3759,6476
8423,5070,2675,5072
8424,594,2570,2610
8425,5599,6487,6855
8426,539,557,1355
8427,60,1628,1629
8428,3102,3131,3141
8429,2746,658,6587
8430,358,302,2143
8431,2630,613,2685
8432,5059,2656,6718
8433,639,2674,5069
8434,2947,745,2961
8435,1717,1701,4698
8436,1566,25,7052
8437,767,7504,7505
8438,5736,5730,6556
8439,584,612,6722
8440,6721,584,6722
8441,1725,1724,6007
8442,1627,1644,4671
8443,127,1381,1644
8444,689,7031,7067
8445,689,7067,7085
8446,2837,723,5153
8447,4338,2978,5195
8448,5687,1218,6538
8449,1571,35,5976
8450,1051,1035,3501
8451,3439,5409,6394
8452,803,3037,5852
8453,987,5402,6381
8454,2817,4302,5116
8455,120,1758,1801
8456,719,2864,2894
8457,652,686,704
8458,5551,1099,5926
8459,5136,2831,6226
8460,3779,3738,5585
8461,4695,1713,5066
8462,1713,4695,5076
8463,2604,592,2606
8464,6944,683,7028
8465,592,2604,2605
8466,5950,4583,6894
8467,2641,2654,5079
8468,3517,1033,3518
8469,694,2721,2771
8470,2653,625,2654
8471,2654,625,5079
8472,625,2653,2687
8473,2645,2653,2654
8474,2645,2654,5056
8475,2677,659,2688
8476,2688,659,5083
8477,3658,1470,6517
8478,5302,6302,6317
8479,347,344,1478
8480,470,484,514
8481,1005,1487,4004
8482,6054,1988,6660
8483,3211,5276,5302
8484,4519,3664,6839
8485,5058,674,5063
8486,5063,674,5086
8487,2662,5058,5063
8488,2662,5063,5086
8489,5083,659,5088
8490,660,6737,6947
8491,2812,686,5124
8492,572,2528,5046
8493,2862,5818,6588
8494,3212,4375,4388
8495,1341,2222,4037
8496,2527,2561,4260
8497,1439,1325,5822
8498,2122,2121,6088
8499,1368,1294,5321
8500,4758,1827,6029
8501,6589,639,6714
8502,1563,1552,5986
8503,324,2163,4865
8504,728,1505,2840
8505,2618,4276,6935
8506,2001,2014,2015
8507,656,1439,5822
8508,1767,1768,4718
8509,2674,607,5069
8510,2861,5136,6226
8511,2752,2862,5098
8512,5108,711,6207
8513,711,5109,6207
8514,154,1732,1749
8515,3362,3361,6353
8516,2112,2184,4882
8517,926,1295,3262
8518,3333,973,3755
8519,6158,2492,6169
8520,2678,2714,4279
8521,2424,481,2425
8522,304,4205,4211
8523,4208,6883,6920
8524,5217,5215,6954
8525,1487,1339,4004
8526,5152,2872,6217
8527,682,7588,7589
8528,399,2218,2242
8529,2211,400,6101
8530,398,1436,2276
8531,3751,3765,4545
8532,6532,1435,6547
8533,691,711,5108
8534,711,691,2835
8535,2761,691,5108
8536,3383,3407,5393
8537,1588,1589,4656
8538,4706,4710,6008
8539,4178,235,5787
8540,3312,3311,4410
8541,5256,6294,6601
8542,1589,1598,4124
8543,2765,2775,5116
8544,703,2747,5116
8545,5102,2765,5116
8546,4296,703,4302
8547,4302,703,5116
8548,703,4296,4297
8549,2779,686,2812
8550,836,3078,3974
8551,750,727,2905
8552,3761,3762,4552
8553,168,205,1842
8554,709,2823,2865
8555,2823,709,5121
8556,4533,5551,5924
8557,6593,42,6637
8558,5123,6198,6213
8559,1183,5651,6988
8560,2260,379,4912
8561,3265,3304,7042
8562,4701,1725,6007
8563,1127,3724,4543
8564,2747,5102,5116
8565,2747,658,5102
8566,685,2848,5127
8567,2848,4306,5127
8568,685,4299,4301
8569,4299,685,5127
8570,2329,399,4059
8571,3754,3762,4548
8572,3777,4551,4557
8573,2680,1713,5076
8574,2302,420,2345
8575,2332,2369,6127
8576,6798,964,6928
8577,2021,299,4835
8578,4602,4003,6550
8579,1968,1951,6071
8580,2350,2335,4928
8581,2891,720,5147
8582,4512,1105,6457
8583,5139,702,5140
8584,1053,3524,5453
8585,2202,374,2203
8586,5696,3933,6532
8587,1887,209,1888
8588,2833,5145,6222
8589,5415,967,6383
8590,964,6143,6701
8591,1696,4689,4701
8592,1651,1618,1664
8593,5530,1099,5538
8594,2983,794,3005
8595,2833,735,5147
8596,720,5136,5146
8597,720,5146,5147
8598,5136,2861,5146
8599,5146,2861,5147
8600,720,4315,5136
8601,4315,2831,5136
8602,715,2831,4315
8603,1281,1081,3637
8604,88,1691,1711
8605,1517,4618,6634
8606,3321,3313,6348
8607,761,2872,5152
8608,4299,5127,6218
8609,5127,4306,6218
8610,5651,5649,6988
8611,3833,3864,6041
8612,499,2459,2473
8613,2732,2760,5105
8614,1664,1731,1739
8615,1475,1259,1919
8616,1726,102,7698
8617,2898,767,5158
8618,3794,3827,6058
8619,2912,738,2932
8620,1086,4504,4506
8621,1034,1043,3540
8622,5144,2860,5160
8623,2901,2093,5160
8624,2860,2901,5160
8625,2799,709,2865
8626,1141,6492,6625
8627,985,3405,5886
8628,6241,6747,6749
8629,2823,5161,6235
8630,3132,3107,5251
8631,866,3190,5261
8632,1149,3733,3744
8633,84,88,1677
8634,80,111,1689
8635,1104,3656,5539
8636,3661,3623,5530
8637,4475,4492,5909
8638,4060,4144,6901
8639,2244,6107,6681
8640,216,1903,1910
8641,5571,3748,5944
8642,5536,3674,6453
8643,27,29,5985
8644,1580,27,5985
8645,2128,2173,2174
8646,2360,2274,6922
8647,632,2534,2594
8648,1105,1104,5539
8649,751,737,5171
8650,3215,4391,5303
8651,1311,580,4597
8652,3621,4513,5516
8653,3656,1118,3678
8654,4374,898,5853
8655,3458,1019,4452
8656,2841,2745,5135
8657,2412,2409,2420
8658,5394,3406,6366
8659,2896,2951,5180
8660,2951,2958,5180
8661,40,2055,4652
8662,5469,6413,6414
8663,2146,362,4900
8664,5475,5474,6100
8665,1604,1625,1626
8666,1593,50,4670
8667,1149,3744,6083
8668,5569,3749,6083
8669,3722,3739,4535
8670,1942,218,4190
8671,2899,2931,4320
8672,2880,2941,2942
8673,5727,3989,6870
8674,2894,770,5157
8675,5157,770,5186
8676,292,282,2038
8677,525,554,4951
8678,1862,1865,4164
8679,769,773,2971
8680,769,2971,5190
8681,773,769,2942
8682,2941,773,2942
8683,773,774,2971
8684,2971,774,5191
8685,774,773,4344
8686,5170,6240,6241
8687,1006,3459,4982
8688,3424,3438,6801
8689,2198,2118,4857
8690,5401,3418,6700
8691,4828,2046,6070
8692,3424,991,3438
8693,964,6701,6928
8694,762,5167,5831
8695,762,5831,6258
8696,120,4139,4700
8697,6143,4424,6701
8698,6143,964,6700
8699,4711,116,4716
8700,2923,765,2954
8701,2954,765,5192
8702,1757,93,1771
8703,841,3980,6779
8704,2999,4341,5200
8705,5196,792,5199
8706,866,5261,6292
8707,1145,3743,4548
8708,3470,3493,4450
8709,3498,3497,4455
8710,6420,3556,6822
8711,5480,1062,6615
8712,3557,3576,5904
8713,249,2001,2015
8714,813,5207,5833
8715,5832,813,5833
8716,3873,1181,5657
8717,3008,3009,5208
8718,5732,1225,5747
8719,804,3009,3015
8720,3009,804,5208
8721,3009,2973,3015
8722,821,3035,5209
8723,2379,4948,6119
8724,821,813,3045
8725,813,821,5209
8726,5431,1013,5440
8727,2602,2615,2616
8728,201,1916,4780
8729,3005,817,5206
8730,5206,817,5210
8731,5904,3576,5909
8732,6420,5478,6422
8733,3557,5904,6417
8734,3532,3579,5894
8735,3576,3557,6420
8736,1049,3537,3538
8737,5494,3597,6434
8738,4361,825,5212
8739,5212,825,5213
8740,3011,4361,5212
8741,2320,4917,4936
8742,3597,5497,6434
8743,3016,3011,5212
8744,3016,5212,5213
8745,2911,757,5182
8746,903,3225,6604
8747,5478,6420,6822
8748,3557,3556,6420
8749,2928,2943,4330
8750,5398,5884,6369
8751,1554,1553,4639
8752,624,4284,5087
8753,4334,2972,6267
8754,3430,4443,5407
8755,878,895,1420
8756,1942,2023,2025
8757,1468,1526,4633
8758,446,2335,2350
8759,2766,681,5120
8760,4465,5894,6890
8761,5894,6611,6890
8762,1415,835,3085
8763,5851,5256,6601
8764,2400,460,6118
8765,756,4021,4093
8766,964,5401,6700
8767,3338,3333,5352
8768,5289,3187,6285
8769,844,4349,4351
8770,4349,844,5226
8771,146,1748,2691
8772,2282,412,4918
8773,3050,3032,6282
8774,1334,801,2976
8775,3504,1009,6102
8776,753,2888,2908
8777,6975,1029,7043
8778,2961,740,2962
8779,5567,4089,5761
8780,3580,1362,3993
8781,3059,3060,6956
8782,655,2659,2694
8783,1920,1921,6038
8784,3524,1053,4462
8785,870,3113,4049
8786,1478,365,2188
8787,837,5241,6279
8788,2576,5026,6170
8789,5641,5643,6508
8790,820,3019,3062
8791,820,3062,5240
8792,637,2695,7809
8793,1162,3786,5947
8794,4439,978,5397
8795,3491,5439,6403
8796,3495,3494,4453
8797,1545,29,1546
8798,3125,847,6769
8799,826,5242,6283
8800,5643,5641,6509
8801,541,2492,5007
8802,1256,829,5848
8803,1918,1973,1974
8804,5225,795,6274
8805,795,5225,6276
8806,4394,3249,5314
8807,826,829,3080
8808,829,826,5848
8809,4563,3792,4565
8810,1693,1745,1754
8811,5265,5286,6285
8812,5286,5289,6285
8813,1331,491,2421
8814,2575,2566,5024
8815,4930,2307,6924
8816,2268,2307,4228
8817,3568,3572,6408
8818,1851,1869,4159
8819,77,95,4673
8820,4439,3415,6372
8821,4641,1549,5986
8822,4304,699,5130
8823,632,2594,2628
8824,3732,1125,5561
8825,840,837,6308
8826,4446,5412,6803
8827,6693,4971,6927
8828,6786,3166,6968
8829,1661,83,1662
8830,741,5182,7086
8831,2795,2540,2834
8832,4401,909,5320
8833,4386,3203,5861
8834,4387,4386,5861
8835,357,367,2193
8836,4605,138,5954
8837,3522,5444,5457
8838,3497,3512,4455
8839,4384,849,6305
8840,1374,391,1488
8841,3145,5285,6305
8842,5285,4384,6305
8843,826,3080,5242
8844,4936,428,6090
8845,444,2353,4023
8846,1453,1827,6651
8847,2401,471,2416
8848,2208,2206,4890
8849,106,103,1677
8850,2368,2385,4235
8851,1364,2045,3990
8852,3816,3817,4576
8853,289,2032,2033
8854,117,1786,1790
8855,1812,1853,7879
8856,1121,6623,6893
8857,2206,2208,7012
8858,3035,3010,5209
8859,2165,2153,4872
8860,2939,5177,5282
8861,717,4324,5135
8862,2890,2936,4312
8863,850,3068,5230
8864,2239,2286,2330
8865,3448,5418,5421
8866,3172,881,6774
8867,3558,3516,5479
8868,272,1939,1944
8869,2930,2964,2965
8870,7049,4272,7072
8871,2105,304,2144
8872,1405,2064,4107
8873,1713,2680,4141
8874,3138,3156,6297
8875,1842,1841,6025
8876,326,290,2014
8877,3544,5469,6403
8878,881,3185,5288
8879,849,863,6305
8880,863,5859,6305
8881,5265,867,5286
8882,2981,2936,5211
8883,1151,1147,3793
8884,2540,724,2834
8885,1412,856,7624
8886,1919,1259,5671
8887,2889,2907,4311
8888,180,1917,1918
8889,1133,4564,5579
8890,1856,184,4757
8891,1953,4175,4791
8892,1275,3758,5761
8893,5286,867,6310
8894,372,319,2217
8895,5313,884,5867
8896,3167,3168,7040
8897,390,2287,2303
8898,913,1288,5303
8899,4391,913,5303
8900,2888,756,2908
8901,2235,2298,4219
8902,1730,1731,4144
8903,2471,2431,4988
8904,284,2052,4830
8905,676,2784,2787
8906,2052,281,4830
8907,1318,2066,2417
8908,2130,4858,4862
8909,2672,4141,5067
8910,2420,489,4992
8911,3799,4568,6067
8912,1541,1530,4633
8913,3242,911,5312
8914,3215,4065,5293
8915,889,3204,3215
8916,876,4369,6965
8917,3331,3307,5340
8918,3220,3204,6782
8919,97,90,1657
8920,2907,716,4311
8921,1957,249,1958
8922,942,3225,3242
8923,942,3242,5312
8924,3705,4530,5925
8925,5343,6346,6791
8926,5287,6309,6776
8927,5401,964,6364
8928,6339,907,6728
8929,907,6727,6728
8930,1440,892,1477
8931,1500,1278,2497
8932,570,2520,6176
8933,130,131,1712
8934,1529,9,6899
8935,1254,2697,3386
8936,1486,3292,7777
8937,3241,918,3243
8938,223,173,258
8939,3165,3171,5273
8940,3267,919,5322
8941,919,3267,5326
8942,4434,3366,5373
8943,3474,1007,3477
8944,5648,3854,6511
8945,3539,3510,6818
8946,6412,3539,6818
8947,1294,1718,2392
8948,1299,273,2049
8949,3865,5645,6511
8950,3877,3854,5648
8951,6617,6425,6824
8952,6824,6425,6827
8953,404,417,2323
8954,3313,3320,6348
8955,1445,1550,4640
8956,3352,977,5383
8957,3843,3845,5628
8958,2599,558,4270
8959,3304,3265,4406
8960,3304,4406,5338
8961,1185,3847,5666
8962,3510,1028,6818
8963,402,385,6687
8964,2496,532,2513
8965,3375,3399,6363
8966,3680,1098,5541
8967,2014,290,2015
8968,1682,4140,6644
8969,303,315,2141
8970,504,5010,6159
8971,5117,706,5128
8972,2298,4899,4926
8973,3704,5554,5925
8974,879,6322,6786
8975,879,6786,6968
8976,2190,2181,4880
8977,4068,913,4391
8978,3126,3150,5267
8979,368,2221,4895
8980,3138,3128,3156
8981,946,3302,3303
8982,3302,946,5349
8983,2461,6155,6707
8984,6155,493,6707
8985,1588,4656,4672
8986,3339,3321,5358
8987,718,5140,6228
8988,3111,5237,5253
8989,66,1654,1663
8990,5171,1810,6752
8991,931,3286,4404
8992,931,4404,5356
8993,6796,6382,6804
8994,6382,6796,6974
8995,770,2909,2945
8996,4116,1433,4333
8997,945,3332,4094
8998,945,4094,5358
8999,951,1396,4416
9000,951,4416,5359
9001,1396,3940,4416
9002,1209,4602,5731
9003,4602,1209,5953
9004,968,1446,3343
9005,968,3343,5361
9006,2239,374,2286
9007,3871,6152,6705
9008,2905,2906,6753
9009,2503,558,2541
9010,2484,2535,4253
9011,966,3348,4432
9012,966,4432,5363
9013,962,4415,5362
9014,962,5362,5363
9015,809,2875,2970
9016,2448,2410,5807
9017,3489,5438,6391
9018,2827,2819,2839
9019,967,1342,5367
9020,967,5367,5368
9021,5948,5660,6516
9022,13,1258,1527
9023,952,3311,3312
9024,86,1674,1675
9025,1324,1443,6978
9026,6720,1290,6721
9027,758,2969,2970
9028,2288,2259,4920
9029,6966,3191,7039
9030,931,5356,5370
9031,3481,5433,5436
9032,4425,5875,6359
9033,3286,931,6795
9034,814,3074,6599
9035,3058,3030,5217
9036,2312,3945,4933
9037,3944,3989,5728
9038,5433,6393,6809
9039,1516,1527,4112
9040,3370,3369,5377
9041,958,4421,5379
9042,4536,5566,6983
9043,6364,3424,6801
9044,3768,3760,6475
9045,3760,3768,4550
9046,3253,5333,6192
9047,5883,5373,6356
9048,4072,4062,4611
9049,1931,1897,6045
9050,1444,1255,5656
9051,5333,3253,6339
9052,1095,6982,7045
9053,1095,7045,7046
